,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,1.455718011411644142e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,2.354215433708617411e-11,1.071167980704057499e-11,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12,9.065315338674384549e-12
,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,7.059157425270967678e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,8.982724286621390775e-11,4.033991196639163945e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11,4.311881407481621409e-11
,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163152213434770488e-10,1.902819429799862405e-10,1.677640804054192358e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.692518070139925612e-10,1.685270395457294512e-10,6.968890048364428935e-11,1.163856025443443798e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10,1.163189752850790626e-10
,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.391535303125635892e-10,3.780490365201671921e-10,1.902701052269861748e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.991397602374433973e-10,1.952266681648495705e-10,5.317311868591190205e-11,2.397512188778705422e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10,2.389028697091788445e-10
,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195847003174435486e-10,4.214893156717636202e-10,6.216449577323146514e-10,1.274461508549151745e-10,1.531918480957017437e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532658860936564338e-10,1.532397542192143192e-10,1.436634006202197611e-10,-4.440761647295232706e-11,4.240701123592316435e-10,4.195850333843509361e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10,4.195848113397460111e-10
,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598296908855161291e-10,6.666820429046538266e-10,8.980436394523394483e-10,2.737936613539382336e-11,7.460385781365985736e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.521852585234967137e-11,7.503417331911066412e-11,6.270899077787106535e-11,-2.117687830649472858e-10,6.741497915463412482e-10,6.598437907179288686e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10,6.598213642128314405e-10
,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413920754042237604e-10,9.570813030990166226e-10,1.173387720321272809e-09,-3.106686088938381829e-11,2.837885308693000042e-11,3.091314704217751341e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091618974715437673e-11,3.091532238541638833e-11,3.033146650510687437e-11,2.655453287814246721e-11,-3.955980543146608852e-10,9.732721295563351305e-10,9.415229706988270664e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10,9.413173573946664874e-10
,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492929357585581e-09,1.225794576953376236e-09,1.250897829763175650e-09,1.402485572121747737e-09,-1.606347693750009853e-11,3.625827763031885809e-11,4.315692594958342454e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318913976453231385e-11,4.318150351179106394e-11,4.221985955288332093e-11,6.032543214962160505e-11,-5.410991654741792445e-10,1.279017336486276690e-09,1.226461376901966105e-09,1.225493595491400356e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09,1.225492707312980656e-09
